Username,Condition.Description,Direction,Block,JOL,Recall,Version,,Get Means,,,,,,,,,,,,,,,,,,,
w970137,READ,B,2,10,0,sona,,,,,,,,,,,,,,,,,,,,,
w10042962_jkc,READ,S,2,20,100,sona,,,,,,,,,,,,,,,,,,,,,
w10103859_cn,READ,S,2,70,0,sona,,,,,,,,,,,,,,,,,,,,,
w970137,READ,S,2,50,100,sona,,,,,,,,,,,,,,,,,,,,,
w10042962_jkc,READ,U,2,0,0,sona,,,,,,,,,,,,,,,,,,,,,
w10064569ch,READ,U,2,30,0,sona,,,,,,,,,,,,,,,,,,,,,
w10103859_cn,READ,U,2,0,0,sona,,,,,,,,,,,,,,,,,,,,,
w970137,READ,U,2,30,0,sona,,,,,,,,,,,,,,,,,,,,,
w10042962_jkc,READ,S,2,70,100,sona,,,,,,,,,,,,,,,,,,,,,
w10103859_cn,READ,S,2,70,100,sona,,,,,,,,,,,,,,,,,,,,,
w970137,READ,S,2,60,100,sona,,,,,,,,,,,,,,,,,,,,,
w10042962_jkc,READ,U,2,60,0,sona,,,,,,,,,,,,,,,,,,,,,
w10064569ch,READ,U,2,60,0,sona,,,,,,,,,,,,,,,,,,,,,
w10103859_cn,READ,U,2,0,0,sona,,,,,,,,,,,,,,,,,,,,,
w970137,READ,U,2,40,0,sona,,,,,,,,,,,,,,,,,,,,,
w10064569ch,READ,B,2,30,0,sona,,,,,,,,,,,,,,,,,,,,,
w10103859_cn,READ,B,2,70,0,sona,,,,,,,,,,,,,,,,,,,,,
w970137,READ,B,2,10,0,sona,,,,,,,,,,,,,,,,,,,,,
w10042962_jkc,READ,U,2,40,0,sona,,,,,,,,,,,,,,,,,,,,,
w10064569ch,READ,U,2,20,0,sona,,,,,,,,,,,,,,,,,,,,,
w10103859_cn,READ,U,2,0,0,sona,,,,,,,,,,,,,,,,,,,,,
w970137,READ,U,2,10,100,sona,,,,,,,,,,,,,,,,,,,,,
w10103859_cn,READ,F,2,70,0,sona,,,,,,,,,,,,,,,,,,,,,
w970137,READ,F,2,70,100,sona,,,,,,,,,,,,,,,,,,,,,
w10042962_jkc,READ,S,2,60,100,sona,,,,,,,,,,,,,,,,,,,,,
w10064569ch,READ,S,2,50,100,sona,,,,,,,,,,,,,,,,,,,,,
w10103859_cn,READ,S,2,70,100,sona,,,,,,,,,,,,,,,,,,,,,
w970137,READ,S,2,60,100,sona,,,,,,,,,,,,,,,,,,,,,
w10042962_jkc,READ,S,2,80,100,sona,,,,,,,,,,,,,,,,,,,,,
w10103859_cn,READ,S,2,70,100,sona,,,,,,,,,,,,,,,,,,,,,
w970137,READ,S,2,70,100,sona,,,,,,,,,,,,,,,,,,,,,
w10042962_jkc,READ,F,2,40,0,sona,,,,,,,,,,,,,,,,,,,,,
w10064569ch,READ,F,2,30,100,sona,,,,,,,,,,,,,,,,,,,,,
w10103859_cn,READ,F,2,70,0,sona,,,,,,,,,,,,,,,,,,,,,
w970137,READ,F,2,40,100,sona,,,,,,,,,,,,,,,,,,,,,
w10042962_jkc,READ,S,2,40,100,sona,,,,,,,,,,,,,,,,,,,,,
w10103859_cn,READ,S,2,70,100,sona,,,,,,,,,,,,,,,,,,,,,
w970137,READ,S,2,30,100,sona,,,,,,,,,,,,,,,,,,,,,
w10042962_jkc,READ,B,2,20,0,sona,,,,,,,,,,,,,,,,,,,,,
w10064569ch,READ,B,2,50,0,sona,,,,,,,,,,,,,,,,,,,,,
w10103859_cn,READ,B,2,70,0,sona,,,,,,,,,,,,,,,,,,,,,
w970137,READ,B,2,30,100,sona,,,,,,,,,,,,,,,,,,,,,
w10064569ch,READ,U,2,30,0,sona,,,,,,,,,,,,,,,,,,,,,
w10103859_cn,READ,U,2,0,0,sona,,,,,,,,,,,,,,,,,,,,,
w970137,READ,U,2,20,0,sona,,,,,,,,,,,,,,,,,,,,,
w10042962_jkc,READ,B,2,60,100,sona,,,,,,,,,,,,,,,,,,,,,
w10103859_cn,READ,B,2,70,0,sona,,,,,,,,,,,,,,,,,,,,,
w970137,READ,B,2,40,100,sona,,,,,,,,,,,,,,,,,,,,,
w10042962_jkc,READ,F,2,70,100,sona,,,,,,,,,,,,,,,,,,,,,
w10103859_cn,READ,F,2,70,0,sona,,,,,,,,,,,,,,,,,,,,,
w970137,READ,F,2,50,100,sona,,,,,,,,,,,,,,,,,,,,,
w10042962_jkc,READ,F,2,70,0,sona,,,,,,,,,,,,,,,,,,,,,
w10064569ch,READ,F,2,50,100,sona,,,,,,,,,,,,,,,,,,,,,
w10103859_cn,READ,F,2,70,0,sona,,,,,,,,,,,,,,,,,,,,,
w970137,READ,F,2,80,100,sona,,,,,,,,,,,,,,,,,,,,,
w10042962_jkc,READ,S,2,60,100,sona,,,,,,,,,,,,,,,,,,,,,
w10064569ch,READ,S,2,20,100,sona,,,,,,,,,,,,,,,,,,,,,
w10103859_cn,READ,S,2,70,100,sona,,,,,,,,,,,,,,,,,,,,,
w970137,READ,S,2,50,100,sona,,,,,,,,,,,,,,,,,,,,,
w10103859_cn,READ,S,2,70,0,sona,,,,,,,,,,,,,,,,,,,,,
w970137,READ,S,2,40,0,sona,,,,,,,,,,,,,,,,,,,,,
w10042962_jkc,READ,F,2,30,100,sona,,,,,,,,,,,,,,,,,,,,,
w10103859_cn,READ,F,2,70,100,sona,,,,,,,,,,,,,,,,,,,,,
w970137,READ,F,2,30,100,sona,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,U,2,40,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,S,2,10,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,S,2,30,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f2f83b308a6c63831ec86aa,READ,U,2,20,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,S,2,70,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,S,2,80,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,B,2,50,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,B,2,30,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,S,2,60,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,S,2,50,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,S,2,70,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,F,2,50,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f2f83b308a6c63831ec86aa,READ,F,2,80,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,B,2,40,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,F,2,70,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,S,2,70,100,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,S,2,60,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,B,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,B,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2f83b308a6c63831ec86aa,READ,B,2,50,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,F,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
5ec70087ac7d6b14612ce128,READ,F,2,100,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2f83b308a6c63831ec86aa,READ,F,2,90,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,B,2,40,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f2f83b308a6c63831ec86aa,READ,B,2,90,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,F,2,10,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,F,2,50,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,F,2,30,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,F,2,40,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ec70087ac7d6b14612ce128,READ,F,2,90,100,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,F,2,40,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,B,2,20,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,S,2,10,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,S,2,80,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,S,2,50,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,S,2,60,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,F,2,80,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f2f83b308a6c63831ec86aa,READ,F,2,80,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,B,2,30,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,B,2,40,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f2f83b308a6c63831ec86aa,READ,U,2,50,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,B,2,30,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,F,2,50,100,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,F,2,20,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,B,2,20,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,B,2,90,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,S,2,50,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,B,2,30,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,B,2,40,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,F,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,F,2,30,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2f83b308a6c63831ec86aa,READ,F,2,20,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,U,2,30,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,S,2,90,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,S,2,50,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,F,2,20,100,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,F,2,20,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,B,2,10,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,B,2,30,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ec70087ac7d6b14612ce128,READ,F,2,80,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,F,2,60,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,B,2,10,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,B,2,20,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,S,2,90,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,U,2,30,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,B,2,30,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f2f83b308a6c63831ec86aa,READ,S,2,90,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,S,2,20,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,S,2,30,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,U,2,30,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,B,2,60,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,B,2,50,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f2f83b308a6c63831ec86aa,READ,B,2,80,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,S,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,S,2,60,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,S,2,10,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,S,2,70,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,F,2,50,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,S,2,40,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ec70087ac7d6b14612ce128,READ,S,2,100,100,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,S,2,60,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2f83b308a6c63831ec86aa,READ,S,2,90,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,F,2,50,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,B,2,20,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,B,2,80,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,S,2,50,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,U,2,50,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,F,2,10,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,F,2,40,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f2f83b308a6c63831ec86aa,READ,F,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,F,2,50,100,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,F,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,B,2,40,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,S,2,50,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,S,2,50,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ec70087ac7d6b14612ce128,READ,B,2,30,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,B,2,50,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,B,2,40,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2f83b308a6c63831ec86aa,READ,B,2,80,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,U,2,70,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,F,2,50,100,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,F,2,30,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2f83b308a6c63831ec86aa,READ,F,2,90,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,B,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,B,2,40,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f2f83b308a6c63831ec86aa,READ,B,2,70,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,S,2,60,100,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,S,2,20,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2f83b308a6c63831ec86aa,READ,S,2,70,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,F,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,F,2,60,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2f83b308a6c63831ec86aa,READ,F,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,F,2,20,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,F,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,F,2,60,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f2f83b308a6c63831ec86aa,READ,F,2,90,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,S,2,30,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2f83b308a6c63831ec86aa,READ,S,2,90,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e1b328e477f3b36d6857778,READ,B,2,30,0,prolific,,,,,,,,,,,,,,,,,,,,,
5ed7fb6f9a8d502e6cd44f97,READ,B,2,20,0,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,U,2,30,0,prolific,,,,,,,,,,,,,,,,,,,,,
5d8e33bc4bf4ba00170a8ae9,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f02bbeb5ac5f8432d35fddd,READ,U,2,0,100,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,U,2,30,0,prolific,,,,,,,,,,,,,,,,,,,,,
5d8e33bc4bf4ba00170a8ae9,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,S,2,60,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f02bbeb5ac5f8432d35fddd,READ,S,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,S,2,80,0,prolific,,,,,,,,,,,,,,,,,,,,,
5d8e33bc4bf4ba00170a8ae9,READ,S,2,20,100,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,F,2,70,0,prolific,,,,,,,,,,,,,,,,,,,,,
5d8e33bc4bf4ba00170a8ae9,READ,F,2,70,100,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,F,2,60,100,prolific,,,,,,,,,,,,,,,,,,,,,
5d8e33bc4bf4ba00170a8ae9,READ,F,2,80,0,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,B,2,60,0,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,S,2,70,100,prolific,,,,,,,,,,,,,,,,,,,,,
5d8e33bc4bf4ba00170a8ae9,READ,S,2,10,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f02bbeb5ac5f8432d35fddd,READ,S,2,50,100,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,S,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,U,2,40,0,prolific,,,,,,,,,,,,,,,,,,,,,
5d8e33bc4bf4ba00170a8ae9,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f02bbeb5ac5f8432d35fddd,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,B,2,70,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f02bbeb5ac5f8432d35fddd,READ,B,2,50,100,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,F,2,60,100,prolific,,,,,,,,,,,,,,,,,,,,,
5d8e33bc4bf4ba00170a8ae9,READ,F,2,90,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f02bbeb5ac5f8432d35fddd,READ,F,2,60,100,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,U,2,60,0,prolific,,,,,,,,,,,,,,,,,,,,,
5d8e33bc4bf4ba00170a8ae9,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f02bbeb5ac5f8432d35fddd,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,U,2,40,0,prolific,,,,,,,,,,,,,,,,,,,,,
5d8e33bc4bf4ba00170a8ae9,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f02bbeb5ac5f8432d35fddd,READ,U,2,0,100,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,U,2,30,0,prolific,,,,,,,,,,,,,,,,,,,,,
5d8e33bc4bf4ba00170a8ae9,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,B,2,100,100,prolific,,,,,,,,,,,,,,,,,,,,,
5d8e33bc4bf4ba00170a8ae9,READ,B,2,30,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f02bbeb5ac5f8432d35fddd,READ,B,2,90,100,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,F,2,60,100,prolific,,,,,,,,,,,,,,,,,,,,,
5d8e33bc4bf4ba00170a8ae9,READ,F,2,0,100,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,S,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
5d8e33bc4bf4ba00170a8ae9,READ,S,2,80,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f02bbeb5ac5f8432d35fddd,READ,S,2,10,100,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,S,2,70,100,prolific,,,,,,,,,,,,,,,,,,,,,
5d8e33bc4bf4ba00170a8ae9,READ,S,2,30,0,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,F,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
5d8e33bc4bf4ba00170a8ae9,READ,F,2,100,100,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,F,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
5d8e33bc4bf4ba00170a8ae9,READ,F,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,B,2,60,100,prolific,,,,,,,,,,,,,,,,,,,,,
5d8e33bc4bf4ba00170a8ae9,READ,B,2,80,0,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,U,2,30,0,prolific,,,,,,,,,,,,,,,,,,,,,
5d8e33bc4bf4ba00170a8ae9,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f02bbeb5ac5f8432d35fddd,READ,U,2,10,100,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,B,2,50,0,prolific,,,,,,,,,,,,,,,,,,,,,
5d8e33bc4bf4ba00170a8ae9,READ,B,2,90,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f02bbeb5ac5f8432d35fddd,READ,B,2,30,0,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,B,2,70,0,prolific,,,,,,,,,,,,,,,,,,,,,
5d8e33bc4bf4ba00170a8ae9,READ,B,2,70,100,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,S,2,70,100,prolific,,,,,,,,,,,,,,,,,,,,,
5d8e33bc4bf4ba00170a8ae9,READ,S,2,100,0,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,S,2,50,100,prolific,,,,,,,,,,,,,,,,,,,,,
5d8e33bc4bf4ba00170a8ae9,READ,S,2,70,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f02bbeb5ac5f8432d35fddd,READ,S,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,F,2,70,100,prolific,,,,,,,,,,,,,,,,,,,,,
5d8e33bc4bf4ba00170a8ae9,READ,F,2,60,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f02bbeb5ac5f8432d35fddd,READ,F,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,B,2,60,0,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,F,2,70,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f02bbeb5ac5f8432d35fddd,READ,F,2,80,0,prolific,,,,,,,,,,,,,,,,,,,,,
59ad75aba372d6000157ee35,READ,S,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
