"Username","Trial","Condition.Number","Condition.Description","Condition.Notes","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","JOL","Procedure.Trial.Type","Procedure.Shuffle.1","Recall.Response","Recall_Score","platform"
"w10064595",228,13,"BACKWARD READ VERSION A","NEW","PHONE","COMMUNICATION","ON2","S","Study Phase2","34","Test","Recall2","call",0,"sona"
"w10070345",220,13,"BACKWARD READ VERSION A","NEW","PHONE","COMMUNICATION","ON2","S","Study Phase2","100","Test","Recall2","Communication ",100,"sona"
"w981975_sha",238,13,"BACKWARD READ VERSION A","NEW","PHONE","COMMUNICATION","ON2","S","Study Phase2","90","Test","Recall2","",0,"sona"
"961831MM",268,13,"BACKWARD READ VERSION A","NEW","PLANE","AIRCRAFT","ON2","B","Study Phase2","78","Test","Recall2","Aircraft",100,"sona"
"w10025409_jnl",225,13,"BACKWARD READ VERSION A","NEW","PLANE","AIRCRAFT","ON2","B","Study Phase2","50","Test","Recall2","",0,"sona"
"w10064595",223,13,"BACKWARD READ VERSION A","NEW","PLANE","AIRCRAFT","ON2","B","Study Phase2","90","Test","Recall2","pilot",0,"sona"
"w10070345",257,13,"BACKWARD READ VERSION A","NEW","PLANE","AIRCRAFT","ON2","B","Study Phase2","100","Test","Recall2","Pilot",0,"sona"
"w981975_sha",278,13,"BACKWARD READ VERSION A","NEW","PLANE","AIRCRAFT","ON2","B","Study Phase2","79","Test","Recall2","",0,"sona"
"961831MM",236,13,"BACKWARD READ VERSION A","NEW","POP","BALLOON","ON2","B","Study Phase2","67","Test","Recall2","SODA",0,"sona"
"w10025409_jnl",278,13,"BACKWARD READ VERSION A","NEW","POP","BALLOON","ON2","B","Study Phase2","70","Test","Recall2","ballom",0,"sona"
"w10064595",260,13,"BACKWARD READ VERSION A","NEW","POP","BALLOON","ON2","B","Study Phase2","68","Test","Recall2","soda",0,"sona"
"w10070345",272,13,"BACKWARD READ VERSION A","NEW","POP","BALLOON","ON2","B","Study Phase2","100","Test","Recall2","Soda",0,"sona"
"w981975_sha",252,13,"BACKWARD READ VERSION A","NEW","POP","BALLOON","ON2","B","Study Phase2","60","Test","Recall2","Balloon",100,"sona"
"961831MM",240,13,"BACKWARD READ VERSION A","NEW","RAZOR","SHAVE","ON2","S","Study Phase2","78","Test","Recall2","SHARP",0,"sona"
"w10025409_jnl",218,13,"BACKWARD READ VERSION A","NEW","RAZOR","SHAVE","ON2","S","Study Phase2","100","Test","Recall2","shave",100,"sona"
"w10064595",263,13,"BACKWARD READ VERSION A","NEW","RAZOR","SHAVE","ON2","S","Study Phase2","99","Test","Recall2","shave",100,"sona"
"w10070345",235,13,"BACKWARD READ VERSION A","NEW","RAZOR","SHAVE","ON2","S","Study Phase2","100","Test","Recall2","Shave",100,"sona"
"w981975_sha",220,13,"BACKWARD READ VERSION A","NEW","RAZOR","SHAVE","ON2","S","Study Phase2","89","Test","Recall2","",0,"sona"
"961831MM",204,13,"BACKWARD READ VERSION A","NEW","RIGHTS","EQUAL","ON2","S","Study Phase2","67","Test","Recall2","EQUAL",100,"sona"
"w10025409_jnl",208,13,"BACKWARD READ VERSION A","NEW","RIGHTS","EQUAL","ON2","S","Study Phase2","100","Test","Recall2","",0,"sona"
"w10064595",212,13,"BACKWARD READ VERSION A","NEW","RIGHTS","EQUAL","ON2","S","Study Phase2","100","Test","Recall2","movement",0,"sona"
"w10070345",249,13,"BACKWARD READ VERSION A","NEW","RIGHTS","EQUAL","ON2","S","Study Phase2","100","Test","Recall2","Equal",100,"sona"
"w981975_sha",246,13,"BACKWARD READ VERSION A","NEW","RIGHTS","EQUAL","ON2","S","Study Phase2","50","Test","Recall2","Equal",100,"sona"
"961831MM",209,13,"BACKWARD READ VERSION A","NEW","ROD","REEL","ON2","S","Study Phase2","87","Test","Recall2","POLE",0,"sona"
"w10025409_jnl",253,13,"BACKWARD READ VERSION A","NEW","ROD","REEL","ON2","S","Study Phase2","50","Test","Recall2","reel",100,"sona"
"w10064595",252,13,"BACKWARD READ VERSION A","NEW","ROD","REEL","ON2","S","Study Phase2","45","Test","Recall2","",0,"sona"
"w10070345",265,13,"BACKWARD READ VERSION A","NEW","ROD","REEL","ON2","S","Study Phase2","100","Test","Recall2","Reel",100,"sona"
"w981975_sha",237,13,"BACKWARD READ VERSION A","NEW","ROD","REEL","ON2","S","Study Phase2","68","Test","Recall2","",0,"sona"
"961831MM",264,13,"BACKWARD READ VERSION A","NEW","SAFETY","SEATBELT","ON2","S","Study Phase2","56","Test","Recall2","SEATBELT",100,"sona"
"w10025409_jnl",241,13,"BACKWARD READ VERSION A","NEW","SAFETY","SEATBELT","ON2","S","Study Phase2","70","Test","Recall2","seatbelt",100,"sona"
"w10064595",250,13,"BACKWARD READ VERSION A","NEW","SAFETY","SEATBELT","ON2","S","Study Phase2","100","Test","Recall2","seatbelt",100,"sona"
"w10070345",274,13,"BACKWARD READ VERSION A","NEW","SAFETY","SEATBELT","ON2","S","Study Phase2","90","Test","Recall2","Seatbelt",100,"sona"
"w981975_sha",236,13,"BACKWARD READ VERSION A","NEW","SAFETY","SEATBELT","ON2","S","Study Phase2","80","Test","Recall2","Seatbelt",100,"sona"
"961831MM",219,13,"BACKWARD READ VERSION A","NEW","SCALP","HEAD","ON2","F","Study Phase2","9","Test","Recall2","HEAD",100,"sona"
"w10025409_jnl",279,13,"BACKWARD READ VERSION A","NEW","SCALP","HEAD","ON2","F","Study Phase2","80","Test","Recall2","head",100,"sona"
"w10064595",280,13,"BACKWARD READ VERSION A","NEW","SCALP","HEAD","ON2","F","Study Phase2","78","Test","Recall2","head",100,"sona"
"w10070345",277,13,"BACKWARD READ VERSION A","NEW","SCALP","HEAD","ON2","F","Study Phase2","90","Test","Recall2","Head",100,"sona"
"w981975_sha",267,13,"BACKWARD READ VERSION A","NEW","SCALP","HEAD","ON2","F","Study Phase2","50","Test","Recall2","Head",100,"sona"
"961831MM",228,13,"BACKWARD READ VERSION A","NEW","SHEARS","SCISSORS","ON2","F","Study Phase2","45","Test","Recall2","SCIssors",100,"sona"
"w10025409_jnl",213,13,"BACKWARD READ VERSION A","NEW","SHEARS","SCISSORS","ON2","F","Study Phase2","20","Test","Recall2","",0,"sona"
"w10064595",217,13,"BACKWARD READ VERSION A","NEW","SHEARS","SCISSORS","ON2","F","Study Phase2","76","Test","Recall2","sheep",0,"sona"
"w10070345",227,13,"BACKWARD READ VERSION A","NEW","SHEARS","SCISSORS","ON2","F","Study Phase2","100","Test","Recall2","Scissor",100,"sona"
"w981975_sha",221,13,"BACKWARD READ VERSION A","NEW","SHEARS","SCISSORS","ON2","F","Study Phase2","70","Test","Recall2","Scissors",100,"sona"
"961831MM",272,13,"BACKWARD READ VERSION A","NEW","SHELL","SHAKE","ON2","U","Study Phase2","35","Test","Recall2","",0,"sona"
"w10025409_jnl",219,13,"BACKWARD READ VERSION A","NEW","SHELL","SHAKE","ON2","U","Study Phase2","20","Test","Recall2","shave",100,"sona"
"w10064595",207,13,"BACKWARD READ VERSION A","NEW","SHELL","SHAKE","ON2","U","Study Phase2","89","Test","Recall2","",0,"sona"
"w10070345",234,13,"BACKWARD READ VERSION A","NEW","SHELL","SHAKE","ON2","U","Study Phase2","100","Test","Recall2","Shake",100,"sona"
"w981975_sha",211,13,"BACKWARD READ VERSION A","NEW","SHELL","SHAKE","ON2","U","Study Phase2","3","Test","Recall2","Snake",100,"sona"
"961831MM",224,13,"BACKWARD READ VERSION A","NEW","SHOELACE","TIE","ON2","F","Study Phase2","72","Test","Recall2","TIE",100,"sona"
"w10025409_jnl",258,13,"BACKWARD READ VERSION A","NEW","SHOELACE","TIE","ON2","F","Study Phase2","40","Test","Recall2","tie",100,"sona"
"w10064595",247,13,"BACKWARD READ VERSION A","NEW","SHOELACE","TIE","ON2","F","Study Phase2","35","Test","Recall2","tie",100,"sona"
"w10070345",211,13,"BACKWARD READ VERSION A","NEW","SHOELACE","TIE","ON2","F","Study Phase2","100","Test","Recall2","Tie",100,"sona"
"w981975_sha",270,13,"BACKWARD READ VERSION A","NEW","SHOELACE","TIE","ON2","F","Study Phase2","80","Test","Recall2","Tie",100,"sona"
"961831MM",253,13,"BACKWARD READ VERSION A","NEW","SLEEP","NAP","ON2","B","Study Phase2","78","Test","Recall2","",0,"sona"
"w10025409_jnl",256,13,"BACKWARD READ VERSION A","NEW","SLEEP","NAP","ON2","B","Study Phase2","60","Test","Recall2","tired",0,"sona"
"w10064595",237,13,"BACKWARD READ VERSION A","NEW","SLEEP","NAP","ON2","B","Study Phase2","100","Test","Recall2","nap",100,"sona"
"w10070345",247,13,"BACKWARD READ VERSION A","NEW","SLEEP","NAP","ON2","B","Study Phase2","100","Test","Recall2","Nap",100,"sona"
"w981975_sha",223,13,"BACKWARD READ VERSION A","NEW","SLEEP","NAP","ON2","B","Study Phase2","90","Test","Recall2","",0,"sona"
"961831MM",278,13,"BACKWARD READ VERSION A","NEW","STAR","ACTRESS","ON2","B","Study Phase2","89","Test","Recall2","",0,"sona"
"w10025409_jnl",203,13,"BACKWARD READ VERSION A","NEW","STAR","ACTRESS","ON2","B","Study Phase2","70","Test","Recall2","actor",0,"sona"
"w10064595",276,13,"BACKWARD READ VERSION A","NEW","STAR","ACTRESS","ON2","B","Study Phase2","100","Test","Recall2","super",0,"sona"
"w10070345",248,13,"BACKWARD READ VERSION A","NEW","STAR","ACTRESS","ON2","B","Study Phase2","100","Test","Recall2","Actress",100,"sona"
"w981975_sha",206,13,"BACKWARD READ VERSION A","NEW","STAR","ACTRESS","ON2","B","Study Phase2","70","Test","Recall2","",0,"sona"
"961831MM",207,13,"BACKWARD READ VERSION A","NEW","STRETCH","CLOTH","ON2","U","Study Phase2","43","Test","Recall2","",0,"sona"
"w10025409_jnl",272,13,"BACKWARD READ VERSION A","NEW","STRETCH","CLOTH","ON2","U","Study Phase2","50","Test","Recall2","cloth",100,"sona"
"w10064595",231,13,"BACKWARD READ VERSION A","NEW","STRETCH","CLOTH","ON2","U","Study Phase2","0","Test","Recall2","",0,"sona"
"w10070345",202,13,"BACKWARD READ VERSION A","NEW","STRETCH","CLOTH","ON2","U","Study Phase2","100","Test","Recall2","Cloth",100,"sona"
"w981975_sha",240,13,"BACKWARD READ VERSION A","NEW","STRETCH","CLOTH","ON2","U","Study Phase2","3","Test","Recall2","Clothes",0,"sona"
"961831MM",242,13,"BACKWARD READ VERSION A","NEW","SUN","TAN","ON2","S","Study Phase2","98","Test","Recall2","EARTH",0,"sona"
"w10025409_jnl",274,13,"BACKWARD READ VERSION A","NEW","SUN","TAN","ON2","S","Study Phase2","50","Test","Recall2","tan",100,"sona"
"w10064595",253,13,"BACKWARD READ VERSION A","NEW","SUN","TAN","ON2","S","Study Phase2","100","Test","Recall2","screen",0,"sona"
"w10070345",228,13,"BACKWARD READ VERSION A","NEW","SUN","TAN","ON2","S","Study Phase2","100","Test","Recall2","Tan",100,"sona"
"w981975_sha",257,13,"BACKWARD READ VERSION A","NEW","SUN","TAN","ON2","S","Study Phase2","90","Test","Recall2","",0,"sona"
"961831MM",227,13,"BACKWARD READ VERSION A","NEW","TANTRUM","TEMPER","ON2","S","Study Phase2","72","Test","Recall2","MAD",0,"sona"
"w10025409_jnl",237,13,"BACKWARD READ VERSION A","NEW","TANTRUM","TEMPER","ON2","S","Study Phase2","80","Test","Recall2","temper",100,"sona"
"w10064595",204,13,"BACKWARD READ VERSION A","NEW","TANTRUM","TEMPER","ON2","S","Study Phase2","98","Test","Recall2","temper",100,"sona"
"w10070345",226,13,"BACKWARD READ VERSION A","NEW","TANTRUM","TEMPER","ON2","S","Study Phase2",NA,"Test","Recall2","Temper",100,"sona"
"w981975_sha",235,13,"BACKWARD READ VERSION A","NEW","TANTRUM","TEMPER","ON2","S","Study Phase2","60","Test","Recall2","Temper",100,"sona"
"961831MM",234,13,"BACKWARD READ VERSION A","NEW","TEMPERATURE","MORNING","ON2","U","Study Phase2","58","Test","Recall2","HOT",0,"sona"
"w10025409_jnl",227,13,"BACKWARD READ VERSION A","NEW","TEMPERATURE","MORNING","ON2","U","Study Phase2",NA,"Test","Recall2","earth",0,"sona"
"w10064595",234,13,"BACKWARD READ VERSION A","NEW","TEMPERATURE","MORNING","ON2","U","Study Phase2","89","Test","Recall2","hot",0,"sona"
"w10070345",253,13,"BACKWARD READ VERSION A","NEW","TEMPERATURE","MORNING","ON2","U","Study Phase2","100","Test","Recall2","Morning",100,"sona"
"w981975_sha",212,13,"BACKWARD READ VERSION A","NEW","TEMPERATURE","MORNING","ON2","U","Study Phase2","3","Test","Recall2","",0,"sona"
"961831MM",271,13,"BACKWARD READ VERSION A","NEW","THREAD","THIMBLE","ON2","B","Study Phase2","13","Test","Recall2","STRING",0,"sona"
"w10025409_jnl",211,13,"BACKWARD READ VERSION A","NEW","THREAD","THIMBLE","ON2","B","Study Phase2","4","Test","Recall2","string",0,"sona"
"w10064595",219,13,"BACKWARD READ VERSION A","NEW","THREAD","THIMBLE","ON2","B","Study Phase2","0","Test","Recall2","needle",0,"sona"
"w10070345",207,13,"BACKWARD READ VERSION A","NEW","THREAD","THIMBLE","ON2","B","Study Phase2","100","Test","Recall2","Thimble",100,"sona"
"w981975_sha",217,13,"BACKWARD READ VERSION A","NEW","THREAD","THIMBLE","ON2","B","Study Phase2","40","Test","Recall2","",0,"sona"
"961831MM",222,13,"BACKWARD READ VERSION A","NEW","TRUTH","LIE","ON2","S","Study Phase2","45","Test","Recall2","",0,"sona"
"w10025409_jnl",236,13,"BACKWARD READ VERSION A","NEW","TRUTH","LIE","ON2","S","Study Phase2","100","Test","Recall2","lie",100,"sona"
"w10064595",257,13,"BACKWARD READ VERSION A","NEW","TRUTH","LIE","ON2","S","Study Phase2","0","Test","Recall2","honest",0,"sona"
"w10070345",216,13,"BACKWARD READ VERSION A","NEW","TRUTH","LIE","ON2","S","Study Phase2","100","Test","Recall2","Lie",100,"sona"
"w981975_sha",248,13,"BACKWARD READ VERSION A","NEW","TRUTH","LIE","ON2","S","Study Phase2","90","Test","Recall2","",0,"sona"
"961831MM",263,13,"BACKWARD READ VERSION A","NEW","TURN","FLIP","ON2","B","Study Phase2","65","Test","Recall2","AROUND",0,"sona"
"w10025409_jnl",245,13,"BACKWARD READ VERSION A","NEW","TURN","FLIP","ON2","B","Study Phase2","20","Test","Recall2","flip",100,"sona"
"w10064595",214,13,"BACKWARD READ VERSION A","NEW","TURN","FLIP","ON2","B","Study Phase2","0","Test","Recall2","",0,"sona"
"w10070345",205,13,"BACKWARD READ VERSION A","NEW","TURN","FLIP","ON2","B","Study Phase2","100","Test","Recall2","Flip",100,"sona"
"w981975_sha",229,13,"BACKWARD READ VERSION A","NEW","TURN","FLIP","ON2","B","Study Phase2","50","Test","Recall2","Flip",100,"sona"
"961831MM",265,13,"BACKWARD READ VERSION A","NEW","VEHICLE","CHARM","ON2","U","Study Phase2","32","Test","Recall2","CAR",0,"sona"
"w10025409_jnl",249,13,"BACKWARD READ VERSION A","NEW","VEHICLE","CHARM","ON2","U","Study Phase2","20","Test","Recall2","driver",0,"sona"
"w10064595",258,13,"BACKWARD READ VERSION A","NEW","VEHICLE","CHARM","ON2","U","Study Phase2","12","Test","Recall2","car",0,"sona"
"w10070345",212,13,"BACKWARD READ VERSION A","NEW","VEHICLE","CHARM","ON2","U","Study Phase2","100","Test","Recall2","Charm",100,"sona"
"w981975_sha",225,13,"BACKWARD READ VERSION A","NEW","VEHICLE","CHARM","ON2","U","Study Phase2","3","Test","Recall2","",0,"sona"
"961831MM",211,13,"BACKWARD READ VERSION A","NEW","WATER","DRINK","ON2","S","Study Phase2","67","Test","Recall2","Drink",100,"sona"
"w10025409_jnl",276,13,"BACKWARD READ VERSION A","NEW","WATER","DRINK","ON2","S","Study Phase2","90","Test","Recall2","drink",100,"sona"
"w10064595",243,13,"BACKWARD READ VERSION A","NEW","WATER","DRINK","ON2","S","Study Phase2","100","Test","Recall2","drink",100,"sona"
"w10070345",241,13,"BACKWARD READ VERSION A","NEW","WATER","DRINK","ON2","S","Study Phase2","100","Test","Recall2","Bridge",0,"sona"
"w981975_sha",258,13,"BACKWARD READ VERSION A","NEW","WATER","DRINK","ON2","S","Study Phase2","90","Test","Recall2","",0,"sona"
"961831MM",257,13,"BACKWARD READ VERSION A","NEW","WRIST","BRACELET","ON2","S","Study Phase2","87","Test","Recall2","BRACALET",100,"sona"
"w10025409_jnl",223,13,"BACKWARD READ VERSION A","NEW","WRIST","BRACELET","ON2","S","Study Phase2","100","Test","Recall2","bracelet",100,"sona"
"w10064595",256,13,"BACKWARD READ VERSION A","NEW","WRIST","BRACELET","ON2","S","Study Phase2","20","Test","Recall2","arm",0,"sona"
"w10070345",208,13,"BACKWARD READ VERSION A","NEW","WRIST","BRACELET","ON2","S","Study Phase2","100","Test","Recall2","Bracelet ",100,"sona"
"w981975_sha",260,13,"BACKWARD READ VERSION A","NEW","WRIST","BRACELET","ON2","S","Study Phase2","50","Test","Recall2","",0,"sona"
"w10084213_amm",78,14,"BACKWARD READ VERSION B","NEW","ADJOURN","END","ON2","F","Study Phase","30","Test","Recall1","end",100,"sona"
"w979990amf",53,14,"BACKWARD READ VERSION B","NEW","ADJOURN","END","ON2","F","Study Phase","57","Test","Recall1","stop",0,"sona"
"w986849_pem",62,14,"BACKWARD READ VERSION B","NEW","ADJOURN","END","ON2","F","Study Phase","20","Test","Recall1","end",100,"sona"
"w10084213_amm",35,14,"BACKWARD READ VERSION B","NEW","AFFECTION","LOVE","ON2","F","Study Phase","95","Test","Recall1","love",100,"sona"
"w979990amf",48,14,"BACKWARD READ VERSION B","NEW","AFFECTION","LOVE","ON2","F","Study Phase","23","Test","Recall1","love",100,"sona"
"w986849_pem",83,14,"BACKWARD READ VERSION B","NEW","AFFECTION","LOVE","ON2","F","Study Phase","100","Test","Recall1","love",100,"sona"
"w10084213_amm",46,14,"BACKWARD READ VERSION B","NEW","ALONE","LONELY","ON2","S","Study Phase","70","Test","Recall1","lonely",100,"sona"
"w979990amf",87,14,"BACKWARD READ VERSION B","NEW","ALONE","LONELY","ON2","S","Study Phase","97","Test","Recall1","",0,"sona"
"w986849_pem",91,14,"BACKWARD READ VERSION B","NEW","ALONE","LONELY","ON2","S","Study Phase","10","Test","Recall1","lonely",100,"sona"
"w10084213_amm",55,14,"BACKWARD READ VERSION B","NEW","BAD","VILLAIN","ON2","B","Study Phase","76","Test","Recall1","",0,"sona"
"w979990amf",39,14,"BACKWARD READ VERSION B","NEW","BAD","VILLAIN","ON2","B","Study Phase","38","Test","Recall1","good",0,"sona"
"w986849_pem",52,14,"BACKWARD READ VERSION B","NEW","BAD","VILLAIN","ON2","B","Study Phase","100","Test","Recall1","",0,"sona"
"w10084213_amm",24,14,"BACKWARD READ VERSION B","NEW","BASEBALL","LEAGUE","ON2","B","Study Phase","96","Test","Recall1","team",0,"sona"
"w979990amf",28,14,"BACKWARD READ VERSION B","NEW","BASEBALL","LEAGUE","ON2","B","Study Phase","59","Test","Recall1","sport",0,"sona"
"w986849_pem",81,14,"BACKWARD READ VERSION B","NEW","BASEBALL","LEAGUE","ON2","B","Study Phase","60","Test","Recall1","bat",0,"sona"
"w10084213_amm",27,14,"BACKWARD READ VERSION B","NEW","BEST","FAVORITE","ON2","B","Study Phase","50","Test","Recall1","",0,"sona"
"w979990amf",64,14,"BACKWARD READ VERSION B","NEW","BEST","FAVORITE","ON2","B","Study Phase","98","Test","Recall1","amazing",0,"sona"
"w986849_pem",57,14,"BACKWARD READ VERSION B","NEW","BEST","FAVORITE","ON2","B","Study Phase","90","Test","Recall1","",0,"sona"
"w10084213_amm",86,14,"BACKWARD READ VERSION B","NEW","BIRD","PENGUIN","ON2","B","Study Phase","45","Test","Recall1","",0,"sona"
"w979990amf",33,14,"BACKWARD READ VERSION B","NEW","BIRD","PENGUIN","ON2","B","Study Phase","59","Test","Recall1","animal",0,"sona"
"w986849_pem",44,14,"BACKWARD READ VERSION B","NEW","BIRD","PENGUIN","ON2","B","Study Phase","50","Test","Recall1","penguin",100,"sona"
"w10084213_amm",47,14,"BACKWARD READ VERSION B","NEW","BOTH","OUNCE","ON2","U","Study Phase","20","Test","Recall1","",0,"sona"
"w979990amf",96,14,"BACKWARD READ VERSION B","NEW","BOTH","OUNCE","ON2","U","Study Phase","1","Test","Recall1","either",0,"sona"
"w986849_pem",72,14,"BACKWARD READ VERSION B","NEW","BOTH","OUNCE","ON2","U","Study Phase","0","Test","Recall1","either",0,"sona"
"w10084213_amm",57,14,"BACKWARD READ VERSION B","NEW","CACTUS","PLANT","ON2","F","Study Phase","50","Test","Recall1","",0,"sona"
"w979990amf",85,14,"BACKWARD READ VERSION B","NEW","CACTUS","PLANT","ON2","F","Study Phase","88","Test","Recall1","plant",100,"sona"
"w986849_pem",38,14,"BACKWARD READ VERSION B","NEW","CACTUS","PLANT","ON2","F","Study Phase","100","Test","Recall1","plant",100,"sona"
"w10084213_amm",49,14,"BACKWARD READ VERSION B","NEW","CAKE","CLOTHES","ON2","U","Study Phase","40","Test","Recall1","",0,"sona"
"w979990amf",40,14,"BACKWARD READ VERSION B","NEW","CAKE","CLOTHES","ON2","U","Study Phase","40","Test","Recall1","birthday",0,"sona"
"w986849_pem",76,14,"BACKWARD READ VERSION B","NEW","CAKE","CLOTHES","ON2","U","Study Phase","0","Test","Recall1","clothes",100,"sona"
"w10084213_amm",98,14,"BACKWARD READ VERSION B","NEW","CANDLE","WAX","ON2","S","Study Phase","95","Test","Recall1","wax",100,"sona"
"w979990amf",91,14,"BACKWARD READ VERSION B","NEW","CANDLE","WAX","ON2","S","Study Phase","43","Test","Recall1","fire",0,"sona"
"w986849_pem",94,14,"BACKWARD READ VERSION B","NEW","CANDLE","WAX","ON2","S","Study Phase","100","Test","Recall1","wax",100,"sona"
"w10084213_amm",89,14,"BACKWARD READ VERSION B","NEW","CAR","WINDSHIELD","ON2","B","Study Phase","50","Test","Recall1","charm",0,"sona"
"w979990amf",75,14,"BACKWARD READ VERSION B","NEW","CAR","WINDSHIELD","ON2","B","Study Phase","45","Test","Recall1","drive",0,"sona"
"w986849_pem",32,14,"BACKWARD READ VERSION B","NEW","CAR","WINDSHIELD","ON2","B","Study Phase","100","Test","Recall1","windshield",100,"sona"
"w10084213_amm",95,14,"BACKWARD READ VERSION B","NEW","CAT","PANTHER","ON2","B","Study Phase","75","Test","Recall1","dog",0,"sona"
"w979990amf",49,14,"BACKWARD READ VERSION B","NEW","CAT","PANTHER","ON2","B","Study Phase","36","Test","Recall1","mouse",0,"sona"
"w986849_pem",98,14,"BACKWARD READ VERSION B","NEW","CAT","PANTHER","ON2","B","Study Phase","90","Test","Recall1","dog",0,"sona"
"w10084213_amm",45,14,"BACKWARD READ VERSION B","NEW","CHERRY","RED","ON2","F","Study Phase","75","Test","Recall1","red",100,"sona"
"w979990amf",46,14,"BACKWARD READ VERSION B","NEW","CHERRY","RED","ON2","F","Study Phase","37","Test","Recall1","fruit",0,"sona"
"w986849_pem",63,14,"BACKWARD READ VERSION B","NEW","CHERRY","RED","ON2","F","Study Phase","90","Test","Recall1","red",100,"sona"
"w10084213_amm",65,14,"BACKWARD READ VERSION B","NEW","CHILL","COLD","ON2","F","Study Phase","80","Test","Recall1","ice",0,"sona"
"w979990amf",65,14,"BACKWARD READ VERSION B","NEW","CHILL","COLD","ON2","F","Study Phase","23","Test","Recall1","cool",100,"sona"
"w986849_pem",34,14,"BACKWARD READ VERSION B","NEW","CHILL","COLD","ON2","F","Study Phase","100","Test","Recall1","cold",100,"sona"
"w10084213_amm",92,14,"BACKWARD READ VERSION B","NEW","CHOP","CUT","ON2","F","Study Phase","45","Test","Recall1","",0,"sona"
"w979990amf",54,14,"BACKWARD READ VERSION B","NEW","CHOP","CUT","ON2","F","Study Phase","100","Test","Recall1","cut",100,"sona"
"w986849_pem",51,14,"BACKWARD READ VERSION B","NEW","CHOP","CUT","ON2","F","Study Phase","100","Test","Recall1","cut",100,"sona"
"w10084213_amm",84,14,"BACKWARD READ VERSION B","NEW","CLUE","GAME","ON2","F","Study Phase","60","Test","Recall1","game",100,"sona"
"w979990amf",25,14,"BACKWARD READ VERSION B","NEW","CLUE","GAME","ON2","F","Study Phase","38","Test","Recall1","game",100,"sona"
"w986849_pem",68,14,"BACKWARD READ VERSION B","NEW","CLUE","GAME","ON2","F","Study Phase","30","Test","Recall1","game",100,"sona"
"w10084213_amm",58,14,"BACKWARD READ VERSION B","NEW","CRACKLE","ABLE","ON2","U","Study Phase","30","Test","Recall1","",0,"sona"
"w979990amf",59,14,"BACKWARD READ VERSION B","NEW","CRACKLE","ABLE","ON2","U","Study Phase","4","Test","Recall1","pop",0,"sona"
"w986849_pem",85,14,"BACKWARD READ VERSION B","NEW","CRACKLE","ABLE","ON2","U","Study Phase","0","Test","Recall1","",0,"sona"
"w10084213_amm",39,14,"BACKWARD READ VERSION B","NEW","DEAD","COFFIN","ON2","B","Study Phase","85","Test","Recall1","coffin",100,"sona"
"w979990amf",69,14,"BACKWARD READ VERSION B","NEW","DEAD","COFFIN","ON2","B","Study Phase","78","Test","Recall1","person",0,"sona"
"w986849_pem",31,14,"BACKWARD READ VERSION B","NEW","DEAD","COFFIN","ON2","B","Study Phase","100","Test","Recall1","end",0,"sona"
"w10084213_amm",96,14,"BACKWARD READ VERSION B","NEW","DETECTIVE","MYSTERY","ON2","F","Study Phase","85","Test","Recall1","mystery",100,"sona"
"w979990amf",79,14,"BACKWARD READ VERSION B","NEW","DETECTIVE","MYSTERY","ON2","F","Study Phase","54","Test","Recall1","mystery",100,"sona"
"w986849_pem",47,14,"BACKWARD READ VERSION B","NEW","DETECTIVE","MYSTERY","ON2","F","Study Phase","100","Test","Recall1","mystery",100,"sona"
"w10084213_amm",48,14,"BACKWARD READ VERSION B","NEW","DINE","EAT","ON2","F","Study Phase","45","Test","Recall1","eat",100,"sona"
"w979990amf",88,14,"BACKWARD READ VERSION B","NEW","DINE","EAT","ON2","F","Study Phase","45","Test","Recall1","food",0,"sona"
"w986849_pem",55,14,"BACKWARD READ VERSION B","NEW","DINE","EAT","ON2","F","Study Phase","90","Test","Recall1","eat",100,"sona"
"w10084213_amm",50,14,"BACKWARD READ VERSION B","NEW","DOCUMENT","PAPER","ON2","F","Study Phase","70","Test","Recall1","papers",100,"sona"
"w979990amf",100,14,"BACKWARD READ VERSION B","NEW","DOCUMENT","PAPER","ON2","F","Study Phase","78","Test","Recall1","papers",100,"sona"
"w986849_pem",64,14,"BACKWARD READ VERSION B","NEW","DOCUMENT","PAPER","ON2","F","Study Phase","70","Test","Recall1","paper",100,"sona"
"w10084213_amm",60,14,"BACKWARD READ VERSION B","NEW","DRIVER","CAR","ON2","F","Study Phase","70","Test","Recall1","",0,"sona"
"w979990amf",86,14,"BACKWARD READ VERSION B","NEW","DRIVER","CAR","ON2","F","Study Phase","56","Test","Recall1","license",0,"sona"
"w986849_pem",37,14,"BACKWARD READ VERSION B","NEW","DRIVER","CAR","ON2","F","Study Phase","100","Test","Recall1","car",100,"sona"
"w10084213_amm",64,14,"BACKWARD READ VERSION B","NEW","DRY","WET","ON2","S","Study Phase","95","Test","Recall1","ice",0,"sona"
"w979990amf",84,14,"BACKWARD READ VERSION B","NEW","DRY","WET","ON2","S","Study Phase","55","Test","Recall1","wet",100,"sona"
"w986849_pem",60,14,"BACKWARD READ VERSION B","NEW","DRY","WET","ON2","S","Study Phase","100","Test","Recall1","wet",100,"sona"
"w10084213_amm",72,14,"BACKWARD READ VERSION B","NEW","EARTH","GROUND","ON2","S","Study Phase","60","Test","Recall1","ground",100,"sona"
