"ExperimentName","Subject","Direction","JOL","RT","recall_cue","Recall_Response","sorted_JOL_CUE","sorted_JOL_TARGET","percent_match","scored"
"RL_JOL A",21,"F",50,4224,"Chill","cold","Chill","cold",100,1
"RL_JOL A",21,"F",95,5048,"Affection","love","Affection","love",100,1
"RL_JOL A",21,"B",45,8409,"Turn","flip","Turn","flip",100,1
"RL_JOL A",21,"B",50,4118,"Car","driver","Car","windshield",0,0
"RL_JOL A",21,"B",100,3037,"Bad","juvenille","Bad","villain",0,0
"RL_JOL A",21,"B",80,9100,"Bird","swan","Bird","penguin",0,0
"RL_JOL A",21,"B",65,6214,"Star","actres","Star","actress",116.666666666667,1
"RL_JOL A",21,"B",100,3977,"Thread","thimble","Thread","thimble",100,1
"RL_JOL A",21,"B",50,6142,"Even","revenge","Even","revenge",100,1
"RL_JOL A",21,"B",100,3250,"Pop","soda","Pop","soda",100,1
"RL_JOL A",21,"B",95,5223,"Fruit","strawbeery","Fruit","strawberry",0,0
"RL_JOL A",21,"B",95,8770,"Best","favorite","Best","favorite",100,1
"RL_JOL A",21,"B",65,6189,"Cat","","Cat","panther",NA,0
"RL_JOL A",21,"B",75,6406,"Glass","breakable","Glass","breakable",100,1
"RL_JOL A",21,"B",100,4749,"Dead","coffin","Dead","coffin",100,1
"RL_JOL A",21,"B",100,6443,"Plane","aircraft","Plane","pilot",0,0
"RL_JOL A",21,"B",76,5599,"Fish","tuna","Fish","sardine",0,0
"RL_JOL A",21,"B",100,3600,"Baseball","catcher","Baseball","league",0,0
"RL_JOL A",21,"B",100,3205,"Money","wage","Money","banker",0,0
"RL_JOL A",21,"B",100,2905,"Honest","truthfull","Honest","truthful",0,0
"RL_JOL A",21,"B",50,3882,"Sleep","drowsy","Sleep","drowsy",100,1
"RL_JOL A",21,"B",54,4302,"Fight","brawl","Fight","brawl",100,1
"RL_JOL A",21,"S",100,2474,"Razor","shave","Razor","shave",100,1
"RL_JOL A",21,"S",100,3077,"Rights","equal","Rights","equal",100,1
"RL_JOL A",21,"S",100,9310,"Mason","jar","Mason","jar",100,1
"RL_JOL A",21,"S",100,2167,"Candle","wax","Candle","wax",100,1
"RL_JOL A",21,"S",100,3625,"Wrist","bracalet","Wrist","bracelet",0,0
"RL_JOL A",21,"S",100,3070,"Element","carbon","Element","carbon",100,1
"RL_JOL A",21,"S",100,3004,"Gone","away","Gone","away",100,1
"RL_JOL A",21,"S",100,2355,"Water","drink","Water","drink",100,1
"RL_JOL A",21,"S",100,4831,"Earth","ground","Earth","ground",100,1
"RL_JOL A",21,"S",100,3942,"Alone","lonely","Alone","lonely",100,1
"RL_JOL A",21,"S",67,3836,"Dry","wet","Dry","wet",100,1
"RL_JOL A",21,"S",100,2975,"Safety","seatbelt","Safety","seatbelt",100,1
"RL_JOL A",21,"S",100,2654,"Truth","lie","Truth","lie",100,1
"RL_JOL A",21,"S",95,7872,"Phone","communication","Phone","communicatio",0,0
"RL_JOL A",21,"S",100,4145,"Rod","reel","Rod","reel",100,1
"RL_JOL A",21,"S",100,2812,"Flea","tick","Flea","tick",100,1
"RL_JOL A",21,"S",100,2470,"Loud","noise","Loud","noise",100,1
"RL_JOL A",21,"S",100,3582,"Own","have","Own","have",100,1
"RL_JOL A",21,"S",100,3502,"Tantrum","temper","Tantrum","temper",100,1
"RL_JOL A",21,"S",100,2991,"Sun","heat","Sun","tan",0,0
"RL_JOL A",21,"U",0,5684,"Justice","","Justice","maroon",NA,0
"RL_JOL A",21,"U",56,3626,"Stretch","clothes","Stretch","cloth",0,0
"RL_JOL A",21,"U",10,5118,"Give","","Give","steak",NA,0
"RL_JOL A",21,"U",50,10291,"Maze","election","Maze","election",100,1
"RL_JOL A",21,"U",20,3992,"Vehicle","happy","Vehicle","charm",0,0
"RL_JOL A",21,"U",20,5485,"Meat","obtain","Meat","obtain",100,1
"RL_JOL A",21,"U",20,8060,"Crackle","","Crackle","able",NA,0
"RL_JOL A",21,"U",65,5045,"Shell","shelter","Shell","shake",0,0
"RL_JOL A",21,"U",45,8520,"Listen","","Listen","fiction",NA,0
"RL_JOL A",21,"U",54,6116,"Keys","latch","Keys","joke",0,0
"RL_JOL A",21,"U",35,4364,"Cake","","Cake","clothes",NA,0
"RL_JOL A",21,"U",10,9408,"Name","amount","Name","hate",0,0
"RL_JOL A",21,"U",10,6906,"Fuzzy","dog","Fuzzy","bang",0,0
"RL_JOL A",21,"U",55,5421,"Moat","clear","Moat","clear",100,1
"RL_JOL A",21,"U",45,7972,"Lease","out","Lease","toil",0,0
"RL_JOL A",21,"U",100,2848,"Loan","sign","Loan","sign",100,1
"RL_JOL A",21,"U",35,8424,"Both","","Both","ounce",NA,0
"RL_JOL A",21,"U",50,5674,"Temperature","morning","Temperature","morning",100,1
"RL_JOL A",21,"U",50,7563,"Mirror","child","Mirror","children",160,1
"RL_JOL A",21,"U",12,4962,"Main","topic","Main","scar",0,0
"RL_JOL A",33,"F",70,6113,"Extension","long","Extension","long",100,1
"RL_JOL A",33,"F",70,6518,"Clue","game","Clue","game",100,1
"RL_JOL A",33,"F",70,5562,"Cactus","plant","Cactus","plant",100,1
"RL_JOL A",33,"F",70,8314,"Shoelace","foot","Shoelace","tie",0,0
"RL_JOL A",33,"F",80,3021,"Detective","find","Detective","mystery",0,0
"RL_JOL A",33,"F",40,10564,"Adjourn","finish","Adjourn","end",0,0
"RL_JOL A",33,"F",40,5063,"Furry","dog","Furry","dog",100,1
"RL_JOL A",33,"F",0,4979,"Litter","dump","Litter","trash",0,0
"RL_JOL A",33,"F",50,5388,"Cherry","red","Cherry","red",100,1
"RL_JOL A",33,"F",50,6854,"Scalp","head","Scalp","head",100,1
"RL_JOL A",33,"F",30,4351,"Driver","passenger","Driver","car",0,0
"RL_JOL A",33,"F",70,6273,"Chop","cut","Chop","cut",100,1
"RL_JOL A",33,"F",70,5958,"Mule","donkey","Mule","donkey",100,1
"RL_JOL A",33,"F",80,6553,"Document","paper","Document","paper",100,1
"RL_JOL A",33,"F",50,6419,"Incense","smell","Incense","smell",100,1
"RL_JOL A",33,"F",70,5844,"Dine","fancy","Dine","eat",0,0
"RL_JOL A",33,"F",60,3359,"Shears","siccsors","Shears","scissors",0,0
"RL_JOL A",33,"F",40,7709,"Feud","fight","Feud","fight",100,1
"RL_JOL A",33,"F",70,5997,"Chill","cold","Chill","cold",100,1
"RL_JOL A",33,"F",80,5935,"Affection","love","Affection","love",100,1
"RL_JOL A",33,"B",60,6069,"Turn","left","Turn","flip",0,0
"RL_JOL A",33,"B",60,5931,"Car","driver","Car","windshield",0,0
"RL_JOL A",33,"B",50,3139,"Bad","furry","Bad","villain",0,0
"RL_JOL A",33,"B",50,5186,"Bird","swan","Bird","penguin",0,0
"RL_JOL A",33,"B",60,4020,"Star","fire","Star","actress",0,0
"RL_JOL A",33,"B",70,4742,"Thread","thmble","Thread","thimble",0,0
"RL_JOL A",33,"B",20,6996,"Even","odd","Even","revenge",0,0
"RL_JOL A",33,"B",70,13363,"Pop","shoot","Pop","soda",0,0
"RL_JOL A",33,"B",50,5971,"Fruit","stawberry","Fruit","strawberry",0,0
"RL_JOL A",33,"B",70,9422,"Best","great","Best","favorite",0,0
"RL_JOL A",33,"B",80,9680,"Cat","hurt","Cat","panther",0,0
"RL_JOL A",33,"B",50,6606,"Glass","break","Glass","breakable",180,1
"RL_JOL A",33,"B",80,6084,"Dead","funeral","Dead","coffin",0,0
"RL_JOL A",33,"B",70,6344,"Plane","air","Plane","pilot",0,0
"RL_JOL A",33,"B",70,4952,"Fish","tuna","Fish","sardine",0,0
"RL_JOL A",33,"B",80,4524,"Baseball","league","Baseball","league",100,1
"RL_JOL A",33,"B",60,6511,"Money","lots","Money","banker",0,0
"RL_JOL A",33,"B",70,5154,"Honest","truth","Honest","truthful",160,1
"RL_JOL A",33,"B",70,5847,"Sleep","nap","Sleep","drowsy",0,0
"RL_JOL A",33,"B",40,4267,"Fight","feud","Fight","brawl",0,0
"RL_JOL A",33,"S",50,4157,"Razor","sharp","Razor","shave",0,0
"RL_JOL A",33,"S",50,5255,"Rights","rally","Rights","equal",0,0
"RL_JOL A",33,"S",40,4918,"Mason","jar","Mason","jar",100,1
"RL_JOL A",33,"S",40,5223,"Candle","wax","Candle","wax",100,1
"RL_JOL A",33,"S",40,7846,"Wrist","braclet","Wrist","bracelet",0,0
"RL_JOL A",33,"S",80,4552,"Element","cholorine","Element","carbon",0,0
"RL_JOL A",33,"S",70,4570,"Gone","forgotten","Gone","away",0,0
"RL_JOL A",33,"S",40,6370,"Water","drink","Water","drink",100,1
"RL_JOL A",33,"S",60,6071,"Earth","ground","Earth","ground",100,1
"RL_JOL A",33,"S",70,5817,"Alone","seperate","Alone","lonely",0,0
"RL_JOL A",33,"S",60,10660,"Dry","wet","Dry","wet",100,1
"RL_JOL A",33,"S",30,4429,"Safety","rigure","Safety","seatbelt",0,0
"RL_JOL A",33,"S",40,6207,"Truth","lie","Truth","lie",100,1
"RL_JOL A",33,"S",60,12444,"Phone","conversation","Phone","communicatio",0,0
"RL_JOL A",33,"S",60,6453,"Rod","reel","Rod","reel",100,1
"RL_JOL A",33,"S",60,4185,"Flea","tick","Flea","tick",100,1
"RL_JOL A",33,"S",60,4888,"Loud","noise","Loud","noise",100,1
"RL_JOL A",33,"S",40,8241,"Own","aquier","Own","have",0,0
"RL_JOL A",33,"S",70,3904,"Tantrum","termper","Tantrum","temper",0,0
"RL_JOL A",33,"S",40,5010,"Sun","hot","Sun","tan",0,0
"RL_JOL A",33,"U",70,8506,"Justice","law","Justice","maroon",0,0
"RL_JOL A",33,"U",60,6941,"Stretch","leen","Stretch","cloth",0,0
"RL_JOL A",33,"U",0,15790,"Give","accept","Give","steak",0,0
"RL_JOL A",33,"U",60,10175,"Maze","difficult","Maze","election",0,0
"RL_JOL A",33,"U",60,12229,"Vehicle","driver","Vehicle","charm",0,0
"RL_JOL A",33,"U",60,4575,"Meat","pig","Meat","obtain",0,0
"RL_JOL A",33,"U",40,8951,"Crackle","explode","Crackle","able",0,0
"RL_JOL A",33,"U",60,9863,"Shell","shake","Shell","shake",100,1
"RL_JOL A",33,"U",80,8181,"Listen","ear","Listen","fiction",0,0
"RL_JOL A",33,"U",60,6641,"Keys","latch","Keys","joke",0,0
"RL_JOL A",33,"U",60,8251,"Cake","bake","Cake","clothes",0,0
"RL_JOL A",33,"U",60,5327,"Name","sign","Name","hate",0,0
"RL_JOL A",33,"U",70,22542,"Fuzzy","dog","Fuzzy","bang",0,0
"RL_JOL A",33,"U",60,11246,"Moat","clear","Moat","clear",100,1
"RL_JOL A",33,"U",30,21511,"Lease","loan","Lease","toil",0,0
"RL_JOL A",33,"U",70,11884,"Loan","banker","Loan","sign",0,0
"RL_JOL A",33,"U",30,20587,"Both","together","Both","ounce",0,0
"RL_JOL A",33,"U",50,10499,"Temperature","cold","Temperature","morning",0,0
"RL_JOL A",33,"U",60,6752,"Mirror","child","Mirror","children",160,1
"RL_JOL A",33,"U",30,8309,"Main","concept","Main","scar",0,0
"IS_JOL A",5,"F",75,3607,"Delinquent","","Delinquent","bad",NA,0
"IS_JOL A",5,"F",75,3424,"Digestion","eat","Digestion","stomach",0,0
"IS_JOL A",5,"F",60,7704,"Wage","","Wage","money",NA,0
"IS_JOL A",5,"F",55,4372,"Chisel","hammer","Chisel","hammer",100,1
"IS_JOL A",5,"F",85,3237,"Editor","news","Editor","news",100,1
"IS_JOL A",5,"F",35,3583,"Hornet","","Hornet","sting",NA,0
"IS_JOL A",5,"F",80,3612,"Bitter","cold","Bitter","cold",100,1
"IS_JOL A",5,"F",60,4064,"Root","plant","Root","plant",100,1
"IS_JOL A",5,"F",90,2759,"Swan","","Swan","bird",NA,0
"IS_JOL A",5,"F",95,3957,"Paw","dog","Paw","dog",100,1
"IS_JOL A",5,"F",75,7879,"Way","","Way","out",NA,0
"IS_JOL A",5,"F",85,3424,"Hygiene","clean","Hygiene","clean",100,1
"IS_JOL A",5,"F",50,3511,"Bridge","water","Bridge","water",100,1
"IS_JOL A",5,"F",90,2933,"Geology","rock","Geology","rock",100,1
"IS_JOL A",5,"F",80,10025,"Revolution","war","Revolution","war",100,1
"IS_JOL A",5,"F",80,2517,"Discussion","talk","Discussion","talk",100,1
"IS_JOL A",5,"F",80,2952,"Herd","cow","Herd","cow",100,1
"IS_JOL A",5,"F",95,3700,"Credit","card","Credit","card",100,1
"IS_JOL A",5,"F",70,6556,"Orchid","flower","Orchid","flower",100,1
"IS_JOL A",5,"F",90,1888,"Tuna","fish","Tuna","fish",100,1
"IS_JOL A",5,"B",100,3219,"Full","enough","Full","enough",100,1
"IS_JOL A",5,"B",75,8043,"Drink","","Drink","sip",NA,0
"IS_JOL A",5,"B",75,4734,"Dark","","Dark","cave",NA,0
"IS_JOL A",5,"B",65,8959,"Take","","Take","seize",NA,0
"IS_JOL A",5,"B",75,3362,"Height","","Height","growth",NA,0
"IS_JOL A",5,"B",90,11455,"Sentence","word","Sentence","word",100,1
"IS_JOL A",5,"B",85,4342,"Bug","hornet","Bug","wasp",0,0
"IS_JOL A",5,"B",95,3542,"Math","divison","Math","division",0,0
"IS_JOL A",5,"B",100,4586,"Law","attorney","Law","attorney",100,1
"IS_JOL A",5,"B",75,4210,"Great","","Great","fantastic",NA,0
"IS_JOL A",5,"B",30,3804,"Key","","Key","latch",NA,0
"IS_JOL A",5,"B",80,10952,"Hot","","Hot","chili",NA,0
"IS_JOL A",5,"B",85,3938,"Ball","","Ball","racket",NA,0
"IS_JOL A",5,"B",70,3930,"Work","","Work","chore",NA,0
"IS_JOL A",5,"B",80,6675,"Hunger","famine","Hunger","famine",100,1
"IS_JOL A",5,"B",80,8795,"Sleep","dreary","Sleep","drowsy",0,0
"IS_JOL A",5,"B",85,10364,"Smell","stench","Smell","stench",100,1
"IS_JOL A",5,"B",90,13339,"Clothes","attire","Clothes","attire",100,1
"IS_JOL A",5,"B",100,4101,"Plane","pilot","Plane","pilot",100,1
"IS_JOL A",5,"B",100,7221,"Fire","blaze","Fire","blaze",100,1
"IS_JOL A",5,"S",80,3026,"Due","assignment","Due","assignment",100,1
"IS_JOL A",5,"S",90,3062,"Number","","Number","amount",NA,0
"IS_JOL A",5,"S",90,2574,"Location","","Location","site",NA,0
"IS_JOL A",5,"S",40,5729,"Dump","","Dump","waste",NA,0
"IS_JOL A",5,"S",100,6296,"Trial","","Trial","jury",NA,0
"IS_JOL A",5,"S",15,3418,"Architecture","design","Architecture","design",100,1
"IS_JOL A",5,"S",95,5480,"Grill","bar","Grill","bar",100,1
"IS_JOL A",5,"S",90,2563,"Kidney","liver","Kidney","liver",100,1
"IS_JOL A",5,"S",100,3324,"Begin","end","Begin","end",100,1
"IS_JOL A",5,"S",70,11100,"Blow","wind","Blow","wind",100,1
"IS_JOL A",5,"S",100,3036,"Pop","soda","Pop","soda",100,1
"IS_JOL A",5,"S",100,7012,"Wine","","Wine","cheese",NA,0
"IS_JOL A",5,"S",100,8581,"Bathroom","toilet","Bathroom","toilet",100,1
"IS_JOL A",5,"S",100,2764,"Lettuce","salad","Lettuce","salad",100,1
"IS_JOL A",5,"S",100,4034,"Shoe","foot","Shoe","foot",100,1
"IS_JOL A",5,"S",100,5150,"Past","future","Past","future",100,1
"IS_JOL A",5,"S",70,4513,"Choice","decision","Choice","decision",100,1
"IS_JOL A",5,"S",100,2975,"Honey","bee","Honey","bee",100,1
"IS_JOL A",5,"S",100,2443,"Baby","child","Baby","child",100,1
"IS_JOL A",5,"S",100,4028,"Circle","round","Circle","round",100,1
"IS_JOL A",5,"U",10,4018,"Pusher","","Pusher","clutter",NA,0
"IS_JOL A",5,"U",10,8262,"Dietary","food","Dietary","slacking",0,0
"IS_JOL A",5,"U",25,6907,"Park","food","Park","hungry",0,0
"IS_JOL A",5,"U",20,4339,"Lift","","Lift","woman",NA,0
"IS_JOL A",5,"U",40,6172,"Soon","","Soon","belt",NA,0
"IS_JOL A",5,"U",10,8013,"Discover","","Discover","floor",NA,0
"IS_JOL A",5,"U",70,4058,"Death","business","Death","business",100,1
"IS_JOL A",5,"U",15,4790,"Debate","","Debate","sight",NA,0
"IS_JOL A",5,"U",30,7405,"Artery","bronze","Artery","bronze",100,1
"IS_JOL A",5,"U",80,4255,"Fix","","Fix","hand",NA,0
"IS_JOL A",5,"U",55,5829,"Machine","","Machine","position",NA,0
"IS_JOL A",5,"U",60,6971,"Happy","car","Happy","car",100,1
"IS_JOL A",5,"U",35,4108,"Allow","let","Allow","tuck",0,0
"IS_JOL A",5,"U",20,3583,"Art","","Art","lion",NA,0
"IS_JOL A",5,"U",35,5735,"Strong","","Strong","accident",NA,0
"IS_JOL A",5,"U",40,3669,"Sugar","","Sugar","riddle",NA,0
"IS_JOL A",5,"U",0,2980,"Valley","","Valley","add",NA,0
"IS_JOL A",5,"U",10,3324,"Cash","","Cash","would",NA,0
"IS_JOL A",5,"U",20,4041,"Hide","","Hide","sick",NA,0
"IS_JOL A",5,"U",30,3697,"King","vase","King","vase",100,1
"IS_JOL A",17,"F",75,14737,"Delinquent","bad","Delinquent","bad",100,1
"IS_JOL A",17,"F",95,8905,"Digestion","stomach","Digestion","stomach",100,1
"IS_JOL A",17,"F",95,11297,"Wage","money","Wage","money",100,1
"IS_JOL A",17,"F",30,7817,"Chisel","chimes","Chisel","hammer",0,0
"IS_JOL A",17,"F",55,8524,"Editor","news","Editor","news",100,1
"IS_JOL A",17,"F",75,9596,"Hornet","wasp","Hornet","sting",0,0
"IS_JOL A",17,"F",40,24982,"Bitter","good","Bitter","cold",0,0
"IS_JOL A",17,"F",75,20615,"Root","plant","Root","plant",100,1
"IS_JOL A",17,"F",80,5855,"Swan","bird","Swan","bird",100,1
"IS_JOL A",17,"F",80,22491,"Paw","dog","Paw","dog",100,1
"IS_JOL A",17,"F",50,7878,"Way","out","Way","out",100,1
"IS_JOL A",17,"F",85,7440,"Hygiene","clean","Hygiene","clean",100,1
"IS_JOL A",17,"F",90,11166,"Bridge","wat","Bridge","water",166.666666666667,1
"IS_JOL A",17,"F",15,21323,"Geology","rock","Geology","rock",100,1
"IS_JOL A",17,"F",70,28183,"Revolution","war","Revolution","war",100,1
"IS_JOL A",17,"F",80,7305,"Discussion","talk","Discussion","talk",100,1
"IS_JOL A",17,"F",70,23277,"Herd","cow","Herd","cow",100,1
"IS_JOL A",17,"F",80,11021,"Credit","card","Credit","card",100,1
"IS_JOL A",17,"F",90,20787,"Orchid","flowe","Orchid","flower",120,1
"IS_JOL A",17,"F",70,9394,"Tuna","fish","Tuna","fish",100,1
"IS_JOL A",17,"B",76,24719,"Full","enough","Full","enough",100,1
"IS_JOL A",17,"B",90,21270,"Drink","sip","Drink","sip",100,1
"IS_JOL A",17,"B",50,15890,"Dark","cave","Dark","cave",100,1
"IS_JOL A",17,"B",85,9005,"Take","grab","Take","seize",0,0
"IS_JOL A",17,"B",100,8844,"Height","growth","Height","growth",100,1
"IS_JOL A",17,"B",80,24556,"Sentence","word","Sentence","word",100,1
"IS_JOL A",17,"B",90,6715,"Bug","idk","Bug","wasp",0,0
"IS_JOL A",17,"B",90,10423,"Math","division","Math","division",100,1
"IS_JOL A",17,"B",90,3418,"Law","attorney","Law","attorney",100,1
"IS_JOL A",17,"B",60,6627,"Great","nic","Great","fantastic",0,0
"IS_JOL A",17,"B",56,7003,"Key","latch","Key","latch",100,1
"IS_JOL A",17,"B",90,11817,"Hot","chili","Hot","chili",100,1
"IS_JOL A",17,"B",60,6933,"Ball","baseball","Ball","racket",0,0
"IS_JOL A",17,"B",85,22856,"Work","chore","Work","chore",100,1
"IS_JOL A",17,"B",45,29120,"Hunger","starve","Hunger","famine",0,0
"IS_JOL A",17,"B",80,35698,"Sleep","tired","Sleep","drowsy",0,0
"IS_JOL A",17,"B",85,6243,"Smell","sting","Smell","stench",0,0
"IS_JOL A",17,"B",95,6377,"Clothes","attire","Clothes","attire",100,1
"IS_JOL A",17,"B",95,9337,"Plane","pilot","Plane","pilot",100,1
"IS_JOL A",17,"B",78,17871,"Fire","blaze","Fire","blaze",100,1
"IS_JOL A",17,"S",89,7883,"Due","assignment","Due","assignment",100,1
"IS_JOL A",17,"S",67,6525,"Number","bank","Number","amount",0,0
"IS_JOL A",17,"S",60,13735,"Location","site","Location","site",100,1
"IS_JOL A",17,"S",80,12575,"Dump","waste","Dump","waste",100,1
"IS_JOL A",17,"S",76,5976,"Trial","jury","Trial","jury",100,1
"IS_JOL A",17,"S",85,14951,"Architecture","design","Architecture","design",100,1
"IS_JOL A",17,"S",60,8424,"Grill","bar","Grill","bar",100,1
"IS_JOL A",17,"S",76,12201,"Kidney","liver","Kidney","liver",100,1
"IS_JOL A",17,"S",95,6494,"Begin","end","Begin","end",100,1
"IS_JOL A",17,"S",70,5278,"Blow","wind","Blow","wind",100,1
"IS_JOL A",17,"S",100,6270,"Pop","music","Pop","soda",0,0
"IS_JOL A",17,"S",67,14299,"Wine","cheese","Wine","cheese",100,1
"IS_JOL A",17,"S",80,15423,"Bathroom","toliet","Bathroom","toilet",0,0
"IS_JOL A",17,"S",86,6291,"Lettuce","salad","Lettuce","salad",100,1
"IS_JOL A",17,"S",90,4217,"Shoe","foot","Shoe","foot",100,1
"IS_JOL A",17,"S",90,10091,"Past","future","Past","future",100,1
"IS_JOL A",17,"S",89,11462,"Choice","deision","Choice","decision",0,0
"IS_JOL A",17,"S",90,10581,"Honey","bee","Honey","bee",100,1
"IS_JOL A",17,"S",80,4776,"Baby","child","Baby","child",100,1
"IS_JOL A",17,"S",95,6997,"Circle","round","Circle","round",100,1
"IS_JOL A",17,"U",34,12593,"Pusher","fixer","Pusher","clutter",0,0
"IS_JOL A",17,"U",45,10109,"Dietary","slacking","Dietary","slacking",100,1
"IS_JOL A",17,"U",34,9062,"Park","drive","Park","hungry",0,0
"IS_JOL A",17,"U",30,20605,"Lift","woman","Lift","woman",100,1
"IS_JOL A",17,"U",10,12863,"Soon","take","Soon","belt",0,0
"IS_JOL A",17,"U",35,7155,"Discover","find","Discover","floor",0,0
"IS_JOL A",17,"U",15,5787,"Death","life","Death","business",0,0
"IS_JOL A",17,"U",30,10153,"Debate","write","Debate","sight",0,0
"IS_JOL A",17,"U",24,9552,"Artery","food","Artery","bronze",0,0
"IS_JOL A",17,"U",70,11392,"Fix","hand","Fix","hand",100,1
"IS_JOL A",17,"U",45,18576,"Machine","sit","Machine","position",266.666666666667,0
"IS_JOL A",17,"U",55,16080,"Happy","jpy","Happy","car",0,0
"IS_JOL A",17,"U",23,14365,"Allow","stp","Allow","tuck",0,0
"IS_JOL A",17,"U",65,22267,"Art","ban","Art","lion",0,0
"IS_JOL A",17,"U",45,21821,"Strong","lift","Strong","accident",0,0
"IS_JOL A",17,"U",40,31137,"Sugar","cane","Sugar","riddle",0,0
"IS_JOL A",17,"U",25,10884,"Valley","math","Valley","add",0,0
"IS_JOL A",17,"U",15,7834,"Cash","money","Cash","would",0,0
"IS_JOL A",17,"U",20,26070,"Hide","site","Hide","sick",0,0
"IS_JOL A",17,"U",10,7704,"King","vase","King","vase",100,1
"IS_JOL A",29,"F",70,17849,"Delinquent","bad","Delinquent","bad",100,1
"IS_JOL A",29,"F",55,11715,"Digestion","stomach","Digestion","stomach",100,1
"IS_JOL A",29,"F",70,10564,"Wage","money","Wage","money",100,1
"IS_JOL A",29,"F",70,8348,"Chisel","hammer","Chisel","hammer",100,1
"IS_JOL A",29,"F",65,13984,"Editor","news","Editor","news",100,1
"IS_JOL A",29,"F",50,4747,"Hornet","sting","Hornet","sting",100,1
"IS_JOL A",29,"F",70,10076,"Bitter","cold","Bitter","cold",100,1
"IS_JOL A",29,"F",70,14044,"Root","plant","Root","plant",100,1
"IS_JOL A",29,"F",70,6134,"Swan","bird","Swan","bird",100,1
"IS_JOL A",29,"F",80,6117,"Paw","dog","Paw","dog",100,1
"IS_JOL A",29,"F",70,8851,"Way","out","Way","out",100,1
"IS_JOL A",29,"F",70,13419,"Hygiene","clean","Hygiene","clean",100,1
"IS_JOL A",29,"F",68,10123,"Bridge","water","Bridge","water",100,1
"IS_JOL A",29,"F",70,7495,"Geology","rock","Geology","rock",100,1
"IS_JOL A",29,"F",60,23258,"Revolution","war","Revolution","war",100,1
"IS_JOL A",29,"F",70,15090,"Discussion","talk","Discussion","talk",100,1
"IS_JOL A",29,"F",60,9543,"Herd","cow","Herd","cow",100,1
"IS_JOL A",29,"F",90,7367,"Credit","card","Credit","card",100,1
"IS_JOL A",29,"F",60,9371,"Orchid","flower","Orchid","flower",100,1
"IS_JOL A",29,"F",70,7307,"Tuna","fish","Tuna","fish",100,1
"IS_JOL A",29,"B",60,12712,"Full","enough","Full","enough",100,1
"IS_JOL A",29,"B",70,8922,"Drink","","Drink","sip",NA,0
"IS_JOL A",29,"B",60,4473,"Dark","cave","Dark","cave",100,1
"IS_JOL A",29,"B",70,10861,"Take","grab","Take","seize",0,0
"IS_JOL A",29,"B",80,11991,"Height","growth","Height","growth",100,1
"IS_JOL A",29,"B",60,8617,"Sentence","word","Sentence","word",100,1
"IS_JOL A",29,"B",45,15175,"Bug","wasp","Bug","wasp",100,1
"IS_JOL A",29,"B",60,6410,"Math","","Math","division",NA,0
"IS_JOL A",29,"B",60,11897,"Law","attourney","Law","attorney",0,0
"IS_JOL A",29,"B",70,12591,"Great","fatastic","Great","fantastic",0,0
"IS_JOL A",29,"B",70,11749,"Key","latch","Key","latch",100,1
"IS_JOL A",29,"B",60,18104,"Hot","chili","Hot","chili",100,1
"IS_JOL A",29,"B",65,8234,"Ball","racket","Ball","racket",100,1
"IS_JOL A",29,"B",50,9425,"Work","chore","Work","chore",100,1
"IS_JOL A",29,"B",70,17086,"Hunger","famine","Hunger","famine",100,1
"IS_JOL A",29,"B",45,11416,"Sleep","drowsy","Sleep","drowsy",100,1
"IS_JOL A",29,"B",0,13119,"Smell","stench","Smell","stench",100,1
"IS_JOL A",29,"B",600,12199,"Clothes","attirer","Clothes","attire",0,0
"IS_JOL A",29,"B",90,9271,"Plane","pilot","Plane","pilot",100,1
"IS_JOL A",29,"B",69,6258,"Fire","blaze","Fire","blaze",100,1
"IS_JOL A",29,"S",70,26719,"Due","assignment","Due","assignment",100,1
"IS_JOL A",29,"S",67,9171,"Number","amount","Number","amount",100,1
"IS_JOL A",29,"S",60,14428,"Location","site","Location","site",100,1
"IS_JOL A",29,"S",30,20709,"Dump","waste","Dump","waste",100,1
"IS_JOL A",29,"S",35,15271,"Trial","jury","Trial","jury",100,1
"IS_JOL A",29,"S",80,6470,"Architecture","design","Architecture","design",100,1
"IS_JOL A",29,"S",50,13999,"Grill","bar","Grill","bar",100,1
"IS_JOL A",29,"S",40,17979,"Kidney","liver","Kidney","liver",100,1
"IS_JOL A",29,"S",90,24587,"Begin","end","Begin","end",100,1
"IS_JOL A",29,"S",80,24542,"Blow","wind","Blow","wind",100,1
"IS_JOL A",29,"S",80,7813,"Pop","soda","Pop","soda",100,1
"IS_JOL A",29,"S",80,8394,"Wine","cheese","Wine","cheese",100,1
"IS_JOL A",29,"S",70,6967,"Bathroom","toilet","Bathroom","toilet",100,1
"IS_JOL A",29,"S",50,12852,"Lettuce","salad","Lettuce","salad",100,1
"IS_JOL A",29,"S",90,6661,"Shoe","foot","Shoe","foot",100,1
"IS_JOL A",29,"S",97,7555,"Past","future","Past","future",100,1
"IS_JOL A",29,"S",70,16892,"Choice","decision","Choice","decision",100,1
"IS_JOL A",29,"S",70,10836,"Honey","bee","Honey","bee",100,1
"IS_JOL A",29,"S",90,10770,"Baby","child","Baby","child",100,1
"IS_JOL A",29,"S",75,10610,"Circle","round","Circle","round",100,1
"IS_JOL A",29,"U",70,9521,"Pusher","","Pusher","clutter",NA,0
